Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r,,,,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
1.506,0.012177585,-0.005482868,-0.028065567,0.745621913,-0.392153932,0.0177942,-0.008594979,-0.029795203,0.945484049,-0.393060806,,,,-0.12,-0.05,0.98,-6.73,-3.07,-0.4,0.03,0.88,-23.72,2.04
1.518,0.013121433,-0.005351298,-0.028362601,0.799543468,-0.385448411,0.018841281,-0.00824431,-0.029176868,1.005213036,-0.374973593,,,,-0.13,-0.06,1.02,-7.41,-3.41,-0.43,0.02,0.93,-25.32,1.33
1.531,0.013860882,-0.004950849,-0.028387775,0.840502899,-0.364712104,0.019503449,-0.007662144,-0.028499213,1.042676052,-0.342398247,,,,-0.15,-0.04,1.03,-8.76,-2.28,-0.47,0.03,0.98,-28.33,1.6
1.544,0.014388738,-0.004306726,-0.028145043,0.86806382,-0.331283622,0.019766714,-0.006875674,-0.027776566,1.057261324,-0.297038572,,,,-0.15,-0.03,1.04,-8.76,-1.5,-0.45,0.1,0.94,-26.94,5.82
1.557,0.014702536,-0.003456224,-0.027647775,0.882118265,-0.287119551,0.019632573,-0.005926091,-0.027018138,1.049124265,-0.241412966,,,,-0.13,0,0.98,-7.29,0.23,-0.4,0.09,0.85,-23.85,5.76
1.572,0.014803947,-0.002444461,-0.026917416,0.882844041,-0.234565468,0.019117261,-0.00486337,-0.026229393,1.019141931,-0.178504513,,,,-0.1,-0.03,0.96,-5.94,-1.64,-0.38,0.07,0.81,-22.39,5.08
1.584,0.014698865,-0.001320096,-0.02598287,0.87070777,-0.176133423,0.018251258,-0.003740854,-0.025415262,0.968910714,-0.111401145,,,,-0.12,-0.03,0.97,-6.62,-1.85,-0.4,0.07,0.86,-23.48,4.82
1.597,0.014397797,-0.000131697,-0.024879811,0.846489064,-0.114321963,0.017078267,-0.002610671,-0.024583184,0.90073311,-0.043003378,,,,-0.13,-0.04,0.99,-7.29,-2.47,-0.42,0.04,0.91,-24.71,2.83
1.61,0.013916038,0.001074978,-0.023649108,0.811293093,-0.05148728,0.015652973,-0.001520323,-0.023744419,0.817539913,0.024165841,,,,-0.12,-0.03,0.99,-6.84,-1.8,-0.41,0.07,0.88,-24.34,4.3
1.622,0.013273354,0.002258874,-0.02233415,0.766530535,0.010246611,0.01403749,-0.000510296,-0.022913342,0.722730889,0.088057367,,,,-0.12,-0.04,1.01,-7.07,-2.22,-0.43,0.05,0.91,-25.57,2.94
1.635,0.012493171,0.003384928,-0.020977613,0.713863286,0.069054282,0.012297069,0.000387628,-0.02210561,0.619961211,0.147127918,,,,-0.14,-0.02,1.03,-8.08,-1.31,-0.46,0.06,0.96,-27.07,3.74
1.648,0.011601491,0.004424847,-0.019618686,0.655129965,0.123457798,0.010496043,0.001151532,-0.02133658,0.512928487,0.200335478,,,,-0.15,-0.01,1.06,-8.65,-0.42,-0.46,0.1,0.93,-27.57,6.09
1.661,0.01062589,0.005357356,-0.018291744,0.592271875,0.172351816,0.008694935,0.001769925,-0.020621048,0.405215117,0.247109939,,,,-0.13,-0.01,0.98,-7.18,-0.46,-0.41,0.08,0.86,-24.34,5.08
1.674,0.009594841,0.006167841,-0.017026848,0.527274757,0.214994567,0.006949155,0.002241505,-0.019974448,0.300211737,0.287297406,,,,-0.12,-0.04,0.96,-6.96,-2.09,-0.41,0.04,0.84,-24.09,2.92
1.687,0.008537383,0.006847463,-0.015851552,0.462126456,0.250963721,0.005308978,0.002574048,-0.019414545,0.201102771,0.321076875,,,,-0.13,-0.04,1,-7.41,-2.45,-0.43,0.07,0.89,-25.2,4.25
1.7,0.007482851,0.007392082,-0.014792808,0.398774941,0.280092976,0.00381992,0.002782626,-0.018962085,0.110859969,0.348859274,,,,-0.12,-0.02,1,-7.07,-1.12,-0.41,0.08,0.88,-24.34,5.21
1.712,0.006460251,0.007801406,-0.013877671,0.339065915,0.302415892,0.002522512,0.002887511,-0.018639147,0.032184155,0.371187415,,,,-0.12,-0.03,0.97,-7.07,-1.96,-0.41,0.05,0.87,-24.21,3.62
1.725,0.005496975,0.008078676,-0.013132046,0.284647014,0.318138793,0.001450783,0.002912139,-0.018464878,-0.03264138,0.388653511,,,,-0.13,-0.02,0.99,-7.52,-1.36,-0.42,0.06,0.88,-25.08,4.07
1.744,0.004616811,0.008230885,-0.012577423,0.236841603,0.327648502,0.000629353,0.002881331,-0.018449286,-0.081983101,0.401843283,,,,-0.15,-0.02,1.02,-8.42,-1.1,-0.45,0.08,0.93,-26.94,4.7
1.757,0.003837606,0.008269241,-0.012226281,0.19651298,0.331543324,6.97E-05,0.002819841,-0.018586598,-0.115129648,0.411307673,,,,-0.13,0,1.02,-7.75,-0.22,-0.44,0.09,0.9,-26.19,5.97
1.77,0.003169165,0.008209519,-0.012077436,0.163953171,0.330664471,-0.000233378,0.002751132,-0.018850171,-0.132525423,0.417556471,,,,-0.15,-0.03,1.02,-8.42,-1.42,-0.46,0.06,0.91,-27.07,3.91
1.782,0.002612112,0.008071913,-0.012112919,0.138834151,0.326103785,-0.000303393,0.00269627,-0.019190997,-0.135874773,0.421066198,,,,-0.16,-0.03,1.04,-9.1,-1.62,-0.48,0.03,0.99,-28.97,1.92
1.794,0.002158263,0.007880238,-0.012297762,0.120251116,0.319171594,-0.000181229,0.00267293,-0.019541263,-0.12804398,0.422298377,,,,-0.16,-0.02,1.08,-9.44,-1.24,-0.48,0.08,0.97,-28.72,4.96
1.807,0.001792719,0.007660464,-0.012583384,0.106867486,0.311320205,7.93E-05,0.002694589,-0.019823245,-0.112736128,0.421724694,,,,-0.12,0.01,0.97,-6.73,0.34,-0.4,0.12,0.81,-23.48,8.54
1.819,0.001497363,0.007438701,-0.012914125,0.097141031,0.304027814,0.000418746,0.002769915,-0.01996206,-0.093985366,0.419845887,,,,-0.12,-0.04,0.94,-6.62,-2.15,-0.38,0.03,0.79,-22.27,2.26
1.833,0.001254828,0.007238814,-0.013235255,0.089578756,0.298655705,0.00077971,0.002902229,-0.019898985,-0.075588846,0.417183335,,,,-0.11,-0.03,0.95,-6.5,-1.89,-0.39,0.07,0.82,-22.99,4.76
1.847,0.001051771,0.00708004,-0.013500058,0.082952056,0.296301369,0.001114022,0.003089076,-0.019601447,-0.060627239,0.414232437,,,,-0.11,-0.03,0.96,-6.5,-1.63,-0.4,0.07,0.84,-23.36,4.91
1.859,0.000880439,0.006975096,-0.013674044,0.076416556,0.297677584,0.001386342,0.003322103,-0.019066906,-0.051191327,0.411389101,,,,-0.13,-0.04,1.01,-7.75,-2.33,-0.44,0.04,0.92,-26.19,2.81
1.871,0.000738215,0.006929232,-0.013735678,0.069519512,0.303043807,0.00157459,0.003587534,-0.018320356,-0.048346148,0.408875305,,,,-0.18,-0.03,1.08,-10.12,-1.46,-0.5,0.07,1.01,-29.87,3.97
1.884,0.000625635,0.006940392,-0.013674716,0.062122567,0.312200013,0.001667942,0.003867332,-0.017407542,-0.052271993,0.406687836,,,,-0.16,0.01,1.06,-8.99,0.53,-0.47,0.11,0.94,-28.08,6.74
1.896,0.00054398,0.00700028,-0.013490012,0.054295372,0.324532481,0.001664129,0.004140837,-0.016387049,-0.062472662,0.404581799,,,,-0.14,-0.01,0.98,-7.86,-0.8,-0.42,0.06,0.86,-24.95,3.91
1.908,0.000493504,0.007095855,-0.013188301,0.046231876,0.339088911,0.001567443,0.004386579,-0.015323638,-0.077957563,0.402088666,,,,-0.14,-0.03,0.98,-7.86,-1.94,-0.42,0.05,0.87,-24.83,3.09
1.921,0.000472858,0.007210871,-0.012784222,0.038211941,0.354664839,0.001387852,0.004583998,-0.01428351,-0.097365263,0.398566314,,,,-0.13,-0.03,0.97,-7.18,-1.61,-0.41,0.08,0.87,-24.46,5.28
1.933,0.000479599,0.007327344,-0.012300632,0.030597859,0.369899599,0.001140675,0.004715099,-0.013330729,-0.119054712,0.39328317,,,,-0.12,-0.04,0.97,-7.07,-2.07,-0.41,0.05,0.86,-24.34,3.37
1.945,0.000511242,0.007427175,-0.011767951,0.023837542,0.383392341,0.000845928,0.00476617,-0.012523652,-0.141211479,0.385538936,,,,-0.13,-0.03,0.99,-7.52,-1.59,-0.42,0.07,0.88,-25.08,4.71
1.958,0.000566224,0.007494106,-0.011221756,0.018448554,0.393845617,0.000526785,0.00472961,-0.011910804,-0.161997883,0.374815771,,,,-0.14,-0.02,1.01,-8.2,-1.22,-0.45,0.06,0.93,-26.82,3.49
1.971,0.000644381,0.00751596,-0.010698804,0.014973131,0.400228185,0.000207167,0.004605711,-0.01152652,-0.179738314,0.360941284,,,,-0.14,0,1.05,-8.31,0,-0.46,0.1,0.94,-27.57,6.17
1.983,0.000746836,0.007486761,-0.010232456,0.013912498,0.401930949,-9.09E-05,0.004404028,-0.011387364,-0.193099309,0.34423422,,,,-0.14,-0.01,1.02,-8.2,-0.55,-0.44,0.07,0.9,-26.32,4.7
1.996,0.000875461,0.007408179,-0.009848741,0.015658907,0.39888217,-0.000349473,0.00414394,-0.011490383,-0.201216489,0.325600157,,,,-0.14,-0.03,0.99,-7.86,-1.58,-0.43,0.06,0.88,-25.32,4.2
2.009,0.001032133,0.007289855,-0.009563935,0.020442204,0.391595687,-0.000555783,0.003854125,-0.011813638,-0.203740703,0.306552409,,,,-0.13,-0.02,0.98,-7.63,-1.14,-0.42,0.06,0.87,-24.95,3.86
2.022,0.001217971,0.007148534,-0.00938378,0.02829869,0.38114429,-0.000702487,0.003570985,-0.012318695,-0.200808153,0.289150302,,,,-0.14,-0.03,1.01,-7.97,-1.89,-0.43,0.06,0.89,-25.7,3.9
2.035,0.001432637,0.007006209,-0.009303956,0.039060984,0.369067571,-0.000787187,0.003336239,-0.012954228,-0.192962231,0.275862356,,,,-0.13,-0.03,0.99,-7.52,-1.46,-0.43,0.07,0.89,-25.45,4.28
2.047,0.001673726,0.006887647,-0.009311213,0.052363089,0.357230675,-0.000811829,0.003193885,-0.013660003,-0.181058452,0.269366697,,,,-0.13,-0.02,0.99,-7.63,-1.02,-0.42,0.07,0.87,-24.83,4.86
2.06,0.001936278,0.006817601,-0.009384833,0.067655179,0.347647226,-0.000782179,0.003186591,-0.014370829,-0.166173103,0.272296927,,,,-0.13,-0.01,0.99,-7.29,-0.34,-0.42,0.09,0.88,-25.08,5.71
2.073,0.002212501,0.00681789,-0.009498294,0.084226443,0.342273449,-0.000707434,0.003351503,-0.01502048,-0.149519959,0.286938679,,,,-0.16,-0.03,1.05,-9.1,-1.49,-0.48,0.05,0.98,-28.84,2.85
2.087,0.002491865,0.006904479,-0.00962133,0.101239378,0.342779218,-0.000599733,0.003715511,-0.015545882,-0.132364507,0.31488847,,,,-0.14,-0.01,1.03,-8.08,-0.76,-0.45,0.1,0.9,-26.57,6.53
2.099,0.002761741,0.00708469,-0.009722559,0.117781097,0.350309307,-0.000473278,0.004290266,-0.015891761,-0.115921231,0.356702492,,,,-0.12,-0.02,0.96,-6.84,-1.05,-0.4,0.06,0.82,-23.48,3.96
2.111,0.003008594,0.007354826,-0.009772593,0.132931933,0.365261008,-0.000342982,0.005067574,-0.016015415,-0.101235115,0.411582179,,,,-0.13,-0.05,0.96,-7.63,-3.14,-0.41,0.02,0.84,-24.09,1.06
2.124,0.003219522,0.007698621,-0.009747,0.145841684,0.387115203,-0.000222959,0.006016052,-0.015890584,-0.089073904,0.477157746,,,,-0.13,-0.02,0.99,-7.52,-1.36,-0.43,0.07,0.89,-25.45,4.75
2.136,0.003383758,0.008086935,-0.009628308,0.155797825,0.41435918,-0.000125369,0.007079976,-0.015509295,-0.079867571,0.549430652,,,,-0.13,-0.02,1.01,-7.41,-1,-0.44,0.08,0.9,-25.94,4.83
2.148,0.003493802,0.008478982,-0.009406624,0.162273135,0.444527192,-5.99E-05,0.008180976,-0.014881283,-0.073713373,0.622914139,,,,-0.13,-0.03,1.02,-7.75,-1.87,-0.44,0.05,0.91,-26.32,3.44
2.16,0.003546008,0.008825081,-0.009079077,0.164948704,0.474363088,-3.38E-05,0.00922264,-0.01403149,-0.070434938,0.690974508,,,,-0.14,-0.01,1.01,-8.2,-0.44,-0.44,0.09,0.9,-26.19,5.96
2.172,0.003540588,0.009070688,-0.00864877,0.163715882,0.50008868,-5.22E-05,0.010097686,-0.012996651,-0.069666109,0.746342919,,,,-0.12,-0.01,0.99,-7.07,-0.79,-0.42,0.08,0.87,-25.08,5.12
2.185,0.003481134,0.009161269,-0.008123806,0.158663944,0.517749246,-0.000118104,0.010697033,-0.011821784,-0.070933131,0.781749545,,,,-0.14,-0.03,1.01,-8.08,-1.55,-0.44,0.06,0.91,-25.94,3.81
2.197,0.003373791,0.009047644,-0.007516643,0.150059218,0.523604663,-0.000232785,0.010920087,-0.01055699,-0.073723363,0.790628381,,,,-0.13,-0.02,0.99,-7.18,-1.01,-0.42,0.07,0.87,-24.71,4.6
2.21,0.003226256,0.008691458,-0.00684366,0.138318858,0.514537578,-0.000395665,0.010685585,-0.009254586,-0.077542276,0.767844305,,,,-0.14,-0.04,0.99,-7.97,-2.15,-0.43,0.04,0.89,-25.57,2.89
2.222,0.003046804,0.008070534,-0.006124636,0.123981077,0.488452504,-0.000604631,0.00994231,-0.007966422,-0.081965811,0.710393535,,,,-0.13,-0.03,1,-7.75,-1.46,-0.43,0.07,0.89,-25.57,4.39
2.234,0.00284349,0.007183798,-0.005381851,0.107673534,0.444636133,-0.00085648,0.008678797,-0.006741227,-0.086692148,0.61801599,,,,-0.13,-0.01,0.99,-7.18,-0.56,-0.42,0.1,0.88,-24.95,6.73
2.247,0.00262364,0.006055201,-0.004638688,0.090081703,0.384038739,-0.001147607,0.006930758,-0.005621968,-0.091589448,0.493636041,,,,-0.13,-0.02,0.99,-7.75,-1.01,-0.43,0.06,0.88,-25.45,4.04
2.259,0.002393645,0.004735841,-0.003917821,0.07191898,0.309425172,-0.001474713,0.004784618,-0.004643398,-0.096727752,0.343531076,,,,-0.15,-0.04,1.02,-8.54,-2.19,-0.46,0.05,0.94,-27.2,2.86
2.272,0.002159054,0.003303297,-0.00323938,0.053900617,0.22533907,-0.001835245,0.002375511,-0.00383015,-0.102377259,0.177127556,,,,-0.14,-0.01,1.03,-8.2,-0.33,-0.44,0.12,0.91,-26.19,7.72
2.284,0.001924871,0.001857265,-0.002619641,0.03672201,0.137828557,-0.002227217,-0.000121709,-0.003195852,-0.108956519,0.006343337,,,,-0.1,0.11,1.01,-5.94,6.32,-0.43,0.29,0.88,-25.2,18.59
2.297,0.001695905,0.00051084,-0.002070694,0.021036366,0.053900921,-0.002648272,-0.002509157,-0.002743448,-0.116927721,-0.155559192,,,,-0.14,-0.03,1.02,-7.97,-1.43,-0.44,0.01,0.9,-26.07,0.5
2.31,0.001476862,-0.000622367,-0.001601162,0.007421244,-0.019277687,-0.003094219,-0.004589461,-0.002466471,-0.126659529,-0.295544247,,,,-0.13,-0.1,0.96,-7.75,-5.93,-0.41,-0.06,0.85,-23.97,-3.81
2.322,0.001271995,-0.001443723,-0.001217454,-0.00367415,-0.075337934,-0.00355759,-0.006192802,-0.002350615,-0.138298426,-0.402576298,,,,-0.12,-0.06,0.96,-6.96,-3.71,-0.4,0,0.86,-23.36,-0.26
2.336,0.001084299,-0.00188465,-0.000924699,-0.011997453,-0.109635418,-0.004026927,-0.007201906,-0.002374963,-0.151694257,-0.469237029,,,,-0.15,-0.08,1.02,-8.54,-4.62,-0.45,-0.02,0.95,-26.69,-1.06
2.348,0.000914539,-0.001917791,-0.000726676,-0.01756041,-0.119941854,-0.004487194,-0.007569141,-0.002512749,-0.166408557,-0.492808822,,,,-0.14,-0.05,1.02,-8.31,-2.75,-0.44,0.03,0.91,-25.82,1.72
2.361,0.000760546,-0.0015616,-0.00062467,-0.020679799,-0.106741443,-0.004921336,-0.007321674,-0.002732097,-0.181802393,-0.475568658,,,,-0.15,-0.07,1.01,-8.42,-3.89,-0.44,-0.03,0.91,-26.07,-1.97
2.373,0.000617187,-0.000877277,-0.000615804,-0.021968459,-0.073073509,-0.005312497,-0.006553645,-0.002997422,-0.197171588,-0.424227946,,,,-0.14,-0.05,1.01,-8.31,-2.67,-0.44,0.04,0.89,-26.07,2.38
2.385,0.000477234,4.12E-05,-0.000691606,-0.022265611,-0.023967484,-0.005646322,-0.005407262,-0.003271794,-0.211886844,-0.34864721,,,,-0.12,0,1,-6.96,-0.11,-0.43,0.12,0.87,-25.32,7.9
2.398,0.000332932,0.00108198,-0.000837351,-0.022516137,0.034396024,-0.005912842,-0.004047227,-0.003519954,-0.225503939,-0.260115959,,,,-0.12,0.02,0.99,-7.07,1.24,-0.43,0.17,0.86,-25.32,11.28
2.411,0.000177823,0.002131122,-0.001032421,-0.023626966,0.095607866,-0.006107636,-0.002634404,-0.003711247,-0.237823391,-0.169587325,,,,-0.13,0.03,1.02,-7.52,1.87,-0.46,0.13,0.92,-27.07,8.22
2.423,8.22E-06,0.003087134,-0.001251687,-0.026335306,0.153837516,-0.006232108,-0.001304611,-0.003821808,-0.248890843,-0.086252611,,,,-0.13,0.03,1.02,-7.41,1.65,-0.44,0.16,0.89,-26.07,10.05
2.436,-0.000175988,0.003870271,-0.001467793,-0.031115549,0.204374576,-0.006292848,-0.000156499,-0.003835743,-0.258939383,-0.016715853,,,,-0.14,-0.03,1,-7.97,-1.79,-0.43,0.02,0.9,-25.2,1.37
2.448,-0.000371387,0.004426402,-0.001654092,-0.038135618,0.243850482,-0.006300217,0.000750656,-0.003745354,-0.268288226,0.035177166,,,,-0.14,-0.08,0.97,-7.86,-4.73,-0.41,-0.03,0.86,-23.97,-2.09
2.461,-0.000571595,0.004726022,-0.001787694,-0.047258677,0.270192991,-0.006266558,0.001391536,-0.003550601,-0.277226874,0.068003278,,,,-0.13,-0.06,0.98,-7.52,-3.52,-0.43,0,0.89,-25.32,0.25
2.473,-0.000768178,0.00476055,-0.001851971,-0.058077661,0.282436856,-0.006204505,0.001765845,-0.003257975,-0.28591903,0.082182228,,,,-0.14,-0.05,1.02,-8.31,-2.63,-0.45,0.04,0.93,-26.57,2.28
2.485,-0.000951575,0.004538187,-0.001837939,-0.069968076,0.280519778,-0.006125727,0.001889799,-0.002879034,-0.294348782,0.079404595,,,,-0.14,-0.02,1,-7.86,-1.11,-0.44,0.06,0.89,-25.82,4.03
2.498,-0.001111887,0.004080769,-0.001744389,-0.082146831,0.265142558,-0.006040109,0.001790336,-0.002428941,-0.302311155,0.062213544,,,,-0.13,-0.03,0.98,-7.63,-1.48,-0.42,0.05,0.86,-24.71,3.5
2.51,-0.001239447,0.003421903,-0.001576965,-0.093729853,0.237703796,-0.005955254,0.00150235,-0.001925272,-0.309434754,0.033758815,,,,-0.14,-0.03,1.01,-7.86,-1.89,-0.44,0.08,0.9,-26.19,5.34
2.522,-0.001325216,0.002605739,-0.001346608,-0.103787466,0.2002672,-0.005876103,0.001067744,-0.001387157,-0.31522057,-0.00235029,,,,-0.13,0.06,1.03,-7.52,3.48,-0.46,0.18,0.93,-27.45,10.85
2.538,-0.001361098,0.001685323,-0.001067822,-0.111401295,0.155497666,-0.005804583,0.000534519,-0.000834704,-0.319082979,-0.04219962,,,,-0.13,-0.04,1,-7.75,-2.01,-0.43,0.03,0.88,-25.2,1.9
2.56,-0.001340349,0.000719648,-0.000757143,-0.115727857,0.106512943,-0.005739263,-4.56E-05,-0.000288588,-0.320385275,-0.081813708,,,,-0.13,-0.05,0.98,-7.41,-2.73,-0.41,0.04,0.86,-24.09,2.47
2.572,-0.001258187,-0.000230805,-0.000431955,-0.11607169,0.056635951,-0.005675168,-0.000621236,0.000230417,-0.318473932,-0.117500183,,,,-0.13,-0.02,0.99,-7.52,-0.9,-0.43,0.07,0.88,-25.57,4.29
2.585,-0.001112634,-0.00110944,-0.000109508,-0.111965532,0.009080163,-0.005604035,-0.001146867,0.000702314,-0.312725786,-0.146233231,,,,-0.14,-0.05,1.01,-8.2,-2.77,-0.44,0.03,0.91,-25.94,1.72
2.597,-0.000905468,-0.001868734,0.00019412,-0.103248046,-0.033368544,-0.005515232,-0.001587383,0.001109376,-0.302619212,-0.165976184,,,,-0.14,-0.05,0.99,-8.08,-2.71,-0.43,0.02,0.89,-25.7,1.38
2.61,-0.000643009,-0.00247415,0.000465212,-0.090123608,-0.068606537,-0.005397327,-0.001921165,0.001438089,-0.287825504,-0.175851936,,,,-0.14,-0.04,1.01,-7.97,-2.54,-0.44,0.04,0.91,-26.07,2.59
2.623,-0.000336483,-0.002906045,0.000693682,-0.07318784,-0.095354104,-0.005240067,-0.002140299,0.001681059,-0.268303242,-0.176111872,,,,-0.13,-0.04,0.99,-7.75,-2.37,-0.43,0.05,0.88,-25.2,3.19
2.636,-1.72E-06,-0.003159376,0.000874176,-0.053408417,-0.113164765,-0.005036391,-0.00224817,0.001838377,-0.244374792,-0.167914214,,,,-0.14,-0.03,1.01,-7.86,-1.55,-0.44,0.1,0.91,-26.07,6.5
2.649,0.00034182,-0.003241583,0.001006763,-0.032060487,-0.122317954,-0.004784153,-0.002255409,0.001918062,-0.216768073,-0.152983282,,,,-0.13,0.01,1.02,-7.52,0.77,-0.44,0.12,0.91,-26.19,7.25
2.661,0.000672538,-0.003169444,0.001096987,-0.010625372,-0.123639726,-0.004487274,-0.002175738,0.001935466,-0.1866134,-0.13325562,,,,-0.12,-0.03,0.98,-7.07,-1.71,-0.42,0.05,0.86,-24.58,3.64
2.673,0.000968546,-0.00296578,0.001155173,0.009333306,-0.118305175,-0.00415615,-0.002023056,0.001911719,-0.155392589,-0.110605738,,,,-0.13,-0.04,1,-7.75,-2.35,-0.43,0.04,0.88,-25.2,2.79
2.685,0.001209512,-0.002656603,0.001195048,0.026301692,-0.107661382,-0.003807269,-0.001810236,0.001871509,-0.124844207,-0.086689358,,,,-0.14,-0.04,1.01,-8.08,-1.99,-0.45,0.04,0.93,-26.69,2.4
2.697,0.001378411,-0.002268824,0.001231891,0.038945564,-0.093082896,-0.003462014,-0.001549151,0.001840482,-0.096832181,-0.062880707,,,,-0.14,-0.04,1.01,-7.97,-2.21,-0.44,0.04,0.9,-25.82,2.87
2.709,0.001463077,-0.001828327,0.001280451,0.046231433,-0.075852757,-0.003144686,-0.001250976,0.001842461,-0.073186094,-0.040249469,,,,-0.13,-0.04,0.98,-7.18,-2.17,-0.42,0.04,0.87,-24.71,2.56
2.721,0.001457531,-0.00135819,0.001352947,0.047531266,-0.057060431,-0.002879903,-0.000926059,0.001896709,-0.055526182,-0.019533258,,,,-0.13,-0.03,0.99,-7.63,-1.69,-0.43,0.06,0.89,-25.2,4.02
2.735,0.00136294,-0.000877064,0.001457504,0.042697896,-0.037518773,-0.002689715,-0.000583216,0.002015616,-0.045095318,-0.001097396,,,,-0.12,-0.02,1,-6.96,-1.12,-0.42,0.08,0.88,-24.83,5.18
2.748,0.001187964,-0.000398038,0.001597325,0.032094376,-0.017715136,-0.002590919,-0.000228961,0.002203316,-0.042626118,0.015088104,,,,-0.12,0,1,-7.07,-0.11,-0.43,0.11,0.88,-25.2,7.19
2.761,0.000948201,7.16E-05,0.001770718,0.016563593,0.002182338,-0.002593026,0.000132484,0.002455594,-0.048266935,0.029405266,,,,-0.13,-0.03,1,-7.63,-1.67,-0.43,0.05,0.9,-25.32,3.12
2.773,0.000664627,0.00052941,0.001971856,-0.00266503,0.022249707,-0.002697175,0.000497783,0.002761121,-0.061577947,0.042442666,,,,-0.14,-0.04,1.01,-7.86,-2.32,-0.43,0.06,0.9,-25.32,3.61
2.786,0.000361173,0.000975538,0.00219198,-0.024120531,0.042670011,-0.002896072,0.000861625,0.003103708,-0.081594193,0.05475295,,,,-0.13,-0.03,0.99,-7.63,-1.91,-0.42,0.04,0.88,-25.08,2.79
2.798,6.18E-05,0.001409876,0.002420745,-0.046263733,0.063561859,-0.003174895,0.001213162,0.003465072,-0.106941073,0.066563176,,,,-0.14,-0.03,1.01,-8.08,-1.77,-0.44,0.05,0.91,-26.07,3.44
2.811,-0.000212162,0.001829004,0.002647494,-0.067660186,0.084811923,-0.00351295,0.001532797,0.00382757,-0.135980572,0.077510157,,,,-0.14,-0.03,1.01,-8.2,-1.66,-0.44,0.06,0.91,-26.19,3.81
2.823,-0.000444742,0.002223733,0.002862333,-0.087126669,0.105945332,-0.003885831,0.001790387,0.004176454,-0.166964344,0.086466582,,,,-0.13,-0.03,0.99,-7.52,-1.69,-0.43,0.05,0.88,-25.45,3.3
2.834,-0.0006265,0.002577655,0.00305706,-0.103833819,0.126056631,-0.004267762,0.001945508,0.004501422,-0.198174645,0.091500985,,,,-0.13,-0.02,0.98,-7.41,-0.91,-0.42,0.07,0.87,-24.58,4.5
2.846,-0.000755336,0.00286705,0.003226077,-0.117358546,0.143813565,-0.004633916,0.00195002,0.004797473,-0.228044686,0.089989981,,,,-0.13,-0.05,0.98,-7.41,-2.73,-0.42,0.04,0.88,-24.71,2.67
2.859,-0.000836197,0.003062302,0.003367428,-0.127688387,0.157538966,-0.004962557,0.001752851,0.005065218,-0.255258633,0.078881007,,,,-0.14,-0.03,1.02,-8.2,-1.87,-0.45,0.05,0.93,-26.44,2.89
2.872,-0.000880016,0.003130836,0.003483866,-0.135182435,0.165369929,-0.005236791,0.001306558,0.005310635,-0.278829903,0.055086244,,,,-0.13,-0.02,1.02,-7.75,-1.32,-0.44,0.07,0.89,-25.94,4.39
2.884,-0.000901985,0.003041317,0.003583527,-0.140491701,0.165483753,-0.005445632,0.000574999,0.005544078,-0.298146827,0.015968733,,,,-0.14,-0.02,1.01,-8.31,-1.33,-0.45,0.06,0.91,-26.69,4.07
2.897,-0.000919263,0.002768585,0.003679638,-0.14444158,0.156366355,-0.005584068,-0.000458911,0.005778308,-0.31296941,-0.040140362,,,,-0.14,-0.03,1.02,-8.2,-1.54,-0.44,0.07,0.91,-25.94,4.18
2.91,-0.000948339,0.002298587,0.003788942,-0.147884748,0.137086511,-0.005652026,-0.001786556,0.006025628,-0.323369438,-0.113471305,,,,-0.13,-0.04,0.97,-7.29,-2.41,-0.41,0.04,0.85,-24.46,3.01
2.922,-0.00100237,0.001632542,0.003929057,-0.151543542,0.107532936,-0.005652562,-0.003369287,0.006294645,-0.329625878,-0.202474561,,,,-0.12,0.01,0.99,-7.07,0.79,-0.43,0.11,0.9,-25.7,6.83
2.935,-0.001088947,0.000789579,0.004115395,-0.155871655,0.068570617,-0.005589867,-0.005137443,0.006587498,-0.332106022,-0.303682386,,,,-0.13,-0.04,1.01,-7.52,-2.22,-0.43,0.04,0.89,-25.32,2.9
2.947,-0.001208784,-0.000192774,0.004358512,-0.160968505,0.0220774,-0.005467799,-0.006993407,0.006898409,-0.331169044,-0.411826675,,,,-0.12,-0.04,0.97,-7.07,-2.42,-0.41,0.03,0.86,-24.34,2.08
2.959,-0.00135574,-0.001260727,0.004662517,-0.1665718,-0.029166431,-0.005289441,-0.008818944,0.007214082,-0.327120646,-0.520235882,,,,-0.12,0.05,0.99,-6.73,2.82,-0.43,0.18,0.88,-25.45,11.55
2.971,-0.001518267,-0.002349123,0.005024857,-0.172135879,-0.081743421,-0.005057806,-0.010486436,0.007516039,-0.320229629,-0.621494018,,,,-0.14,-0.03,1.02,-8.31,-1.76,-0.44,0.02,0.91,-26.07,1.48
2.983,-0.00168204,-0.003388735,0.00543736,-0.176980109,-0.13199868,-0.004777427,-0.011872892,0.007784376,-0.310795167,-0.708293358,,,,-0.14,-0.06,0.99,-8.2,-3.38,-0.44,-0.01,0.91,-26.07,-0.37
